"","agency_cd","site_no","Date","X_00060_00003","X_00060_00003_cd"
"1","USGS","15274550",1980-10-08,40,"A"
"2","USGS","15274550",1980-10-09,33,"A"
"3","USGS","15274550",1980-10-28,17,"A"
"4","USGS","15274550",1980-11-17,4,"A"
"5","USGS","15274550",1980-12-30,0,"A"
"6","USGS","15274550",1981-03-13,1.1,"A"
"7","USGS","15274550",1981-03-14,1.3,"A"
"8","USGS","15274550",1981-03-15,6.7,"A"
"9","USGS","15274550",1981-03-16,2.5,"A"
"10","USGS","15274550",1981-03-19,8.6,"A"
"11","USGS","15274550",1981-03-20,7.4,"A"
"12","USGS","15274550",1981-03-21,5.4,"A"
"13","USGS","15274550",1981-04-15,3.4,"A"
"14","USGS","15274550",1981-05-06,10,"A"
"15","USGS","15274550",1981-05-22,5.5,"A"
"16","USGS","15274550",1981-05-23,5.6,"A"
"17","USGS","15274550",1981-05-24,5.6,"A"
"18","USGS","15274550",1981-05-25,5.5,"A"
"19","USGS","15274550",1981-05-26,5.9,"A"
"20","USGS","15274550",1981-05-27,4.3,"A"
"21","USGS","15274550",1981-05-28,4.6,"A"
"22","USGS","15274550",1981-05-29,4.8,"A"
"23","USGS","15274550",1981-05-30,4.8,"A"
"24","USGS","15274550",1981-05-31,4.8,"A"
"25","USGS","15274550",1981-06-01,5,"A"
"26","USGS","15274550",1981-06-02,4.8,"A"
"27","USGS","15274550",1981-06-03,4.8,"A"
"28","USGS","15274550",1981-06-04,4.3,"A"
"29","USGS","15274550",1981-06-05,4.2,"A"
"30","USGS","15274550",1981-06-06,4,"A"
"31","USGS","15274550",1981-06-07,3.6,"A"
"32","USGS","15274550",1981-06-08,4,"A"
"33","USGS","15274550",1981-06-09,4.3,"A"
"34","USGS","15274550",1981-06-10,3.7,"A"
"35","USGS","15274550",1981-06-11,3.4,"A"
"36","USGS","15274550",1981-06-12,3,"A"
"37","USGS","15274550",1981-06-13,3,"A"
"38","USGS","15274550",1981-06-14,2.6,"A"
"39","USGS","15274550",1981-06-15,2.6,"A"
"40","USGS","15274550",1981-06-16,2.3,"A"
"41","USGS","15274550",1981-06-17,2.3,"A"
"42","USGS","15274550",1981-06-18,2.3,"A"
"43","USGS","15274550",1981-06-19,2.9,"A"
"44","USGS","15274550",1981-06-20,3,"A"
"45","USGS","15274550",1981-06-21,2.4,"A"
"46","USGS","15274550",1981-06-22,2.4,"A"
"47","USGS","15274550",1981-06-23,2.4,"A"
"48","USGS","15274550",1981-06-24,2.2,"A"
"49","USGS","15274550",1981-06-25,2.3,"A"
"50","USGS","15274550",1981-06-26,2,"A"
"51","USGS","15274550",1981-06-27,2.2,"A"
"52","USGS","15274550",1981-06-28,3,"A"
"53","USGS","15274550",1981-06-29,3.3,"A"
"54","USGS","15274550",1981-06-30,3.6,"A"
"55","USGS","15274550",1981-07-01,2.6,"A"
"56","USGS","15274550",1981-07-02,2.6,"A"
"57","USGS","15274550",1981-07-03,2.4,"A"
"58","USGS","15274550",1981-07-04,2.3,"A"
"59","USGS","15274550",1981-07-05,2.3,"A"
"60","USGS","15274550",1981-07-06,2.3,"A"
"61","USGS","15274550",1981-07-07,2.1,"A"
"62","USGS","15274550",1981-07-08,2,"A"
"63","USGS","15274550",1981-07-09,2,"A"
