"","agency_cd","site_no","Date","X_00060_00003","X_00060_00003_cd"
"1","USGS","15261000",1957-10-01,220,"A"
"2","USGS","15261000",1957-10-02,200,"A"
"3","USGS","15261000",1957-10-03,200,"A"
"4","USGS","15261000",1957-10-04,180,"A"
"5","USGS","15261000",1957-10-05,170,"A"
"6","USGS","15261000",1957-10-06,170,"A"
"7","USGS","15261000",1957-10-07,150,"A"
"8","USGS","15261000",1957-10-08,150,"A"
"9","USGS","15261000",1957-10-09,140,"A"
"10","USGS","15261000",1957-10-10,140,"A"
"11","USGS","15261000",1957-10-11,140,"A"
"12","USGS","15261000",1957-10-12,130,"A"
"13","USGS","15261000",1957-10-13,130,"A"
"14","USGS","15261000",1957-10-14,130,"A"
"15","USGS","15261000",1957-10-15,120,"A"
"16","USGS","15261000",1957-10-16,160,"A"
"17","USGS","15261000",1957-10-17,180,"A"
"18","USGS","15261000",1957-10-18,312,"A"
"19","USGS","15261000",1957-10-19,330,"A"
"20","USGS","15261000",1957-10-20,336,"A"
"21","USGS","15261000",1957-10-21,441,"A"
"22","USGS","15261000",1957-10-22,516,"A"
"23","USGS","15261000",1957-10-23,442,"A"
"24","USGS","15261000",1957-10-24,390,"A"
"25","USGS","15261000",1957-10-25,351,"A"
"26","USGS","15261000",1957-10-26,330,"A"
"27","USGS","15261000",1957-10-27,320,"A"
"28","USGS","15261000",1957-10-28,320,"A"
"29","USGS","15261000",1957-10-29,400,"A"
"30","USGS","15261000",1957-10-30,500,"A"
"31","USGS","15261000",1957-10-31,490,"A"
"32","USGS","15261000",1957-11-01,490,"A"
"33","USGS","15261000",1957-11-02,490,"A"
"34","USGS","15261000",1957-11-03,490,"A"
"35","USGS","15261000",1957-11-04,490,"A"
"36","USGS","15261000",1957-11-05,490,"A"
"37","USGS","15261000",1957-11-06,390,"A"
"38","USGS","15261000",1957-11-07,390,"A"
"39","USGS","15261000",1957-11-08,390,"A"
"40","USGS","15261000",1957-11-09,390,"A"
"41","USGS","15261000",1957-11-10,390,"A"
"42","USGS","15261000",1957-11-11,250,"A"
"43","USGS","15261000",1957-11-12,250,"A"
"44","USGS","15261000",1957-11-13,250,"A"
"45","USGS","15261000",1957-11-14,250,"A"
"46","USGS","15261000",1957-11-15,250,"A"
"47","USGS","15261000",1957-11-16,220,"A"
"48","USGS","15261000",1957-11-17,220,"A"
"49","USGS","15261000",1957-11-18,220,"A"
"50","USGS","15261000",1957-11-19,220,"A"
"51","USGS","15261000",1957-11-20,220,"A"
"52","USGS","15261000",1957-11-21,210,"A"
"53","USGS","15261000",1957-11-22,210,"A"
"54","USGS","15261000",1957-11-23,210,"A"
"55","USGS","15261000",1957-11-24,210,"A"
"56","USGS","15261000",1957-11-25,210,"A"
"57","USGS","15261000",1957-11-26,150,"A"
"58","USGS","15261000",1957-11-27,150,"A"
"59","USGS","15261000",1957-11-28,150,"A"
"60","USGS","15261000",1957-11-29,150,"A"
"61","USGS","15261000",1957-11-30,150,"A"
"62","USGS","15261000",1957-12-01,140,"A"
"63","USGS","15261000",1957-12-02,140,"A"
"64","USGS","15261000",1957-12-03,130,"A"
"65","USGS","15261000",1957-12-04,120,"A"
"66","USGS","15261000",1957-12-05,120,"A"
"67","USGS","15261000",1957-12-06,118,"A"
"68","USGS","15261000",1957-12-07,114,"A"
"69","USGS","15261000",1957-12-08,107,"A"
"70","USGS","15261000",1957-12-09,107,"A"
"71","USGS","15261000",1957-12-10,102,"A"
"72","USGS","15261000",1957-12-11,99,"A"
